,Room_Type,Hotel_Name,Time_of_Year,Length_of_Stay,Special_Events,Day_of_the_Week,Customer_Ratings,Competitor_Pricing,Historical_Sales_Data,Optimal_Pricing
8422,Suite,Holiday Inn,Spring,65.0,Conferences,Friday,Medium,500.5,5808.24,1139.4654623635274
8423,Suite,Holiday Inn,Spring,60.0,Festivals,Thursday,Low,559.98,5729.17,944.974031924594
8424,Suite,Holiday Inn,Spring,27.0,Festivals,Saturday,Medium,375.05,4237.21,677.0249007602711
8425,Deluxe,Sheraton,Spring,44.0,Festivals,Wednesday,Medium,562.89,4163.34,937.509388777196
8426,Double,Marriott,Spring,31.0,Festivals,Thursday,Medium,630.61,5343.04,648.8130670452081
8427,Suite,Marriott,Spring,49.0,Festivals,Thursday,Medium,711.79,6519.89,963.5721497437744
8428,Suite,Marriott,Spring,44.0,Conferences,Monday,Medium,621.33,5519.73,854.8228638638891
8429,Suite,Holiday Inn,Summer,30.0,Festivals,Saturday,Low,529.48,5567.17,1365.2156742965976
8430,Deluxe,Marriott,Sprin,46.0,Festivals,Wednesday,Medium,325.51,5321.26,926.9692588068636
8431,Double,Marriott,Spring,44.0,Sports Events,Thursday,Medium,665.15,6495.96,673.5851327630198
8432,Double,Sheraton,Spring,51.0,Sports Events,Friday,Medium,431.18,5207.22,600.8209657554692
8433,Double,Holiday Inn,Spring,67.0,Festivals,Friday,Medium,474.75,5641.7,1043.8130393453494
8434,Suite,Sheraton,Summer,49.0,Conferences,Friday,Medium,124.09,4652.69,1137.405770275946
8435,Double,Holiday Inn,Summer,48.0,Conferences,Friday,Medium,660.89,6892.2,1279.9856833940366
8436,Deluxe,Sheraton,Summer,49.0,Festivals,Friday,Medium,550.41,4799.75,1091.5529056546295
8437,Deluxe,Sheraton,Spring,43.0,Conferences,Thursday,High,496.5,4104.01,832.5089382164576
8438,Deluxe,Holiday Inn,Summer,42.0,Festivals,Wednesday,Low,657.56,5507.81,1126.2036340495079
8439,Suite,Holiday Inn,Summer,53.0,Festivals,Friday,Medium,375.68,4567.18,1171.0912429500822
8440,Double,Holiday Inn,Spring,36.0,Conferences,Wednesday,Medium,569.35,3462.32,711.9563550628586
8441,Suite,Holiday Inn,Summer,60.0,Conferences,Friday,High,450.85,4557.96,1279.9146637999336
8442,Double,Holiday Inn,Spring,49.0,Festivals,Friday,Medium,521.18,5066.84,770.7912771524906
8443,Double,Marriott,Summer,39.0,Festivals,Thursday,Medium,514.24,4222.62,866.2418168581713
8444,Double,Holiday Inn,Summer,41.0,Conferences,Thursday,Medium,556.04,5327.79,1309.1918978030815
8445,Deluxe,Holiday Inn,Spring,46.0,Festivals,Thursday,Low,436.08,6084.16,1013.582698179054
8446,Suite,Marriott,Summer,48.0,Conferences,Saturday,Medium,460.47,2285.65,1309.240893278958
8447,Double,Marriott,Spring,35.0,Festivals,Thursday,Medium,202.1,7253.42,746.0836960402712
8448,Suite,Sheraton,Summer,57.0,Festivals,Wednesday,Medium,613.67,4107.62,824.7191352762047
8449,Double,Holiday Inn,Spring,40.0,Festivals,Friday,High,396.7,5236.88,655.339872718417
8450,Suite,Holiday Inn,Spring,34.0,Sports Events,Thursday,Low,380.92,5676.63,826.600715352828
8451,Double,Holiday Inn,Spring,37.0,Conferences,Friday,Medium,629.98,5807.32,936.0035098806908
8452,Double,Marriott,Spring,58.0,Conferences,Friday,Low,540.67,5380.24,925.0774349255413
8453,Suite,Marriott,Spring,68.0,Sports Events,Wednesday,Low,363.82,3907.53,857.1641053082768
8454,Suite,Sheraton,Summer,54.0,Festivals,Wednesday,Medium,473.19,6165.36,1197.507838218499
8455,Deluxe,Holiday Inn,Summer,31.0,Conferences,Friday,High,312.56,5752.39,1205.780371593697
8456,Double,Holiday Inn,Summer,62.0,Festivals,Friday,Medium,332.0,6545.39,1072.8943388962537
8457,Double,Holiday Inn,Spring,50.0,Conferences,Thursday,Medium,634.2,6479.81,1048.0934413784469
8458,Suite,Holiday Inn,Spring,29.0,Festivals,Thursday,Medium,339.67,3796.66,836.4204055153263
8459,Deluxe,Sheraton,Summe,70.0,Festivals,Thursday,Medium,257.97,4638.84,1235.453540547092
8460,Suite,Marriott,Spring,65.0,Festivals,Wednesday,Medium,529.85,5743.78,676.0186802304836
8461,Suite,Holiday Inn,Spring,50.0,Sports Events,Wednesday,Medium,282.17,3460.06,564.4842264273867
8462,Suite,Sheraton,Spring,48.0,Festivals,Thursday,Medium,437.29,5151.11,659.9688778574055
8463,Suite,Marriott,Summer,35.0,Sports Events,Thursday,Medium,784.6,3147.27,1232.2712409264582
8464,Suite,Sheraton,Spring,55.0,Conferences,Saturday,Medium,711.25,2967.19,1071.337462988871
8465,Deluxe,Holiday Inn,Summer,49.0,Festivals,Thursday,Low,461.37,5915.54,1095.3772858941484
8466,Suite,Holiday Inn,Summer,43.0,Festivals,Friday,High,302.33,3199.34,972.6226772775605
8467,Suite,Marriott,Spring,42.0,Sports Events,Thursday,Medium,576.08,6658.73,896.6242146620091
8468,Deluxe,Holiday Inn,Spring,65.0,Conferences,Wednesday,Low,539.51,4058.03,1287.1857321977955
8469,Suite,Holiday Inn,Spring,40.0,Conferences,Thursday,Medium,564.94,4078.52,871.6067112495621
8470,Suite,Holiday Inn,Summer,47.0,Festivals,Friday,Medium,655.74,6300.58,1146.7523407363587
8471,Suite,Holiday Inn,Spring,33.0,Festivals,Wednesday,Medium,531.22,4011.72,898.3782307441503
8472,Family Room,Holiday Inn,Spring,56.0,Conferences,Thursday,Medium,629.67,4209.69,1369.110281016867
8473,Suite,Marriott,Summer,41.0,Parades,Thursday,Medium,689.36,3921.19,1282.975008117326
8474,Double,Holiday Inn,Spring,63.0,Festivals,Thursday,Medium,465.92,5192.99,558.126247803367
8475,Suite,Holiday Inn,Summer,44.0,Sports Events,Tuesday,Medium,436.63,4533.45,706.126144030158
8476,Double,Sheraton,Summer,54.0,Festivals,Thursday,Medium,478.58,4567.68,988.1758473458094
8477,Deluxe,Sheraton,Summer,69.0,Sports Events,Friday,Medium,488.11,4418.78,1193.196221425021
8478,Deluxe,Holiday Inn,Spring,52.0,Festivals,Thursday,Low,639.71,4097.13,1148.555809970173
8479,Double,Holiday Inn,Spring,45.0,Festivals,Wednesday,Medium,499.95,7345.36,743.4150478744236
8480,Suite,Marriott,Summer,47.0,Sports Events,Saturday,Medium,491.45,5599.08,969.1043797624126
8481,Suite,Sheraton,Spring,44.0,Festivals,Thursday,Medium,571.63,3713.2,799.7766961120494
8482,Suite,Holiday Inn,Summer,49.0,Festivals,Thursday,Medium,344.35,4949.79,1237.6033779210536
8483,Double,Holiday Inn,Spring,28.0,Sports Events,Thursday,Medium,522.46,4071.89,402.94073640810467
8484,Deluxe,Marriott,Spring,46.0,Conferences,Wednesday,Medium,517.82,4151.02,1300.7174199331778
8485,Suite,Marriott,Spring,46.0,Festivals,Friday,Medium,574.39,5829.98,887.6954642990993
8486,Suite,Sheraton,Summer,117632.0,Conferences,Thursday,Medium,497.29,5205.58,1120.8447992741346
8487,Suite,Sheraton,Summer,53.0,Sports Events,Wednesday,Low,584.18,2917.82,917.9453839038144
8488,Suite,Holiday Inn,Summer,34.0,Festivals,Friday,High,415.74,3003.39,918.126464878281
8489,Suite,Sheraton,Spring,44.0,Conferences,Thursday,Medium,581.04,6473.97,1071.565818422222
8490,Double,Marriott,Summer,50.0,Festivals,Thursday,Medium,398.28,3166.09,713.4352092189214
8491,Suite,Holiday Inn,Summer,54.0,Festivals,Thursday,Medium,536.71,2667.31,1023.0838267318364
8492,Double,Hilton,Spring,33.0,Festivals,Thursday,High,208.14,6445.5,622.8311075940285
8493,Suite,Marriott,Summer,51.0,Sports Events,Friday,Medium,698.5,6503.03,1109.0186918183317
8494,Suite,Marriott,Spring,20.0,Sports Events,Thursday,Medium,474.61,5059.88,643.2380862167715
8495,Suite,Sheraton,Winter,49.0,Conferences,Wednesday,Medium,540.87,5256.06,787.7845693599182
8496,Suite,Marriott,Spring,43.0,Festivals,Wednesday,Medium,554.2,5068.08,911.3131963093583
8497,Double,Marriott,Summer,56.0,Festivals,Wednesday,Medium,620.54,3794.79,951.6624810134792
8498,Suite,Holiday Inn,Summer,50.0,Sports Events,Saturday,Medium,491.21,5162.43,1115.014909459211
8499,Suite,Sheraton,Spring,26.0,Festivals,Friday,High,520.65,3126.66,396.3731400958338
8500,Suite,Holiday Inn,Spring,32.0,Conferences,Thursday,Medium,645.94,5122.54,1072.3718540204175
8501,Suite,Holiday Inn,Spring,53.0,Conferences,Friday,Low,467.39,8038.12,1328.9076202163615
8502,Deluxe,Marriott,Spring,54.0,Festivals,Wednesday,Low,644.41,5921.1,1213.5508456592147
8503,Suite,Marriott,Spring,40.0,Festivals,Thursday,Medium,543.68,4879.3,1132.4517354368961
8504,Suite,Holiday Inn,Summer,45.0,Conferences,Wednesday,Medium,666.42,4967.43,1274.5860898238154
8505,Suite,Holiday Inn,Autumn,56.0,Sports Events,Wednesday,Medium,294.1,4482.92,1033.7296824609066
8506,Suite,Holiday Inn,Summer,26.0,Conferences,Thursday,Medium,313.33,4852.05,1138.0764426914034
8507,Deluxe,Holiday Inn,Summer,63.0,Conferences,Wednesday,Medium,330.66,4750.54,1140.2961621936963
8508,Deluxe,Holiday Inn,Spring,53.0,Festivals,Wednesday,Medium,258.72,4404.2,602.0270490802275
8509,Deluxe,Holiday Inn,Spring,56.0,Festivals,Friday,High,329.58,3744.21,1021.5099420875038
8510,Suite,Hilton,Spring,24.0,Festivals,Friday,Medium,472.3,6594.99,920.0383853710688
8511,Suite,Marriott,Spring,64.0,Sports Events,Friday,Medium,733.42,6313.8,1012.6315201144209
8512,Suite,Holiday Inn,Summer,57.0,Festivals,Saturday,Medium,416.59,5355.35,1242.3502812687907
8513,Double,Holiday Inn,Spring,70.0,Sports Events,Saturday,Low,538.93,4747.63,905.6773969277333
8514,Double,Marriott,Summer,40.0,Sports Events,Thursday,Medium,472.76,3185.99,607.8372466364493
8515,Suite,Holiday Inn,Spring,57.0,Festivals,Wednesday,Medium,596.96,5214.51,622.9477658022178
8516,Suite,Marriott,Spring,54.0,Festivals,Wednesday,Medium,382.59,6073.3,740.8907160181349
8517,Family Room,Holiday Inn,Summer,34.0,Sports Events,Tuesday,Medium,548.87,5965.77,1011.0533895892418
8518,Double,Holiday Inn,Summer,47.0,Concerts,Friday,Medium,592.57,3914.22,830.6867411017748
8519,Suite,Holiday Inn,Spring,42.0,Festivals,Friday,Medium,594.76,4581.46,1063.3631686747083
8520,Suite,Sheraton,Summer,34.0,Festivals,Wednesday,Low,779.69,6101.92,928.2300418119161
8521,Double,Holiday Inn,Spring,57.0,Festivals,Friday,High,529.92,5574.61,865.8970855419622
8522,Suite,Sheraton,Summer,39.0,Sports Events,Friday,Medium,487.27,4892.66,1006.8023671568922
8523,Suite,Marriott,Summe,19.0,Festivals,Thursday,Low,508.96,5474.87,992.1856374054933
8524,Double,Holiday Inn,Spring,41.0,Conferences,Friday,Medium,529.63,5412.79,865.4202090519857
8525,Suite,Holiday Inn,Spring,57.0,Festivals,Thursday,Medium,539.79,4983.63,703.6613128555315
8526,Double,Marriott,Spring,52.0,Festivals,Wednesday,Medium,334.97,6122.43,764.9896043530167
8527,Double,Sheraton,Spring,42.0,Festivals,Wednesday,Medium,799.1,4988.2,683.4765518540511
8528,Suite,Hyatt,Summer,39.0,Conferences,Wednesday,Medium,423.34,4595.98,1172.3368571552849
8529,Deluxe,Holiday Inn,Summer,37.0,Sports Events,Thursday,Low,305.37,5768.22,1102.190508986383
8530,Double,Holiday Inn,Summer,24.0,Conferences,Wednesday,Medium,404.83,5806.63,780.0530779117545
8531,Single,Marriott,Summer,48.0,Sports Events,Wednesday,Medium,397.62,5271.92,555.014812761575
8532,Double,Holiday Inn,Summer,48.0,Sports Events,Wednesday,High,583.97,4839.55,688.7189312503142
8533,Double,Sheraton,Summer,46.0,Conferences,Friday,Medium,556.43,5638.99,1106.897210820153
8534,Double,Marriott,Spring,36.0,Sports Events,Thursday,Medium,479.05,5213.04,267.67733054315454
8535,Deluxe,Sheraton,Spring,54.0,Conferences,Wednesday,High,514.52,4163.36,1003.7022729727806
8536,Suite,Holiday Inn,Summer,38.0,Conferences,Thursday,Low,724.17,4108.82,1223.8294368368302
8537,Double,Holiday Inn,Spring,59.0,Sports Events,Friday,Medium,528.63,3021.22,581.6746090773476
8538,Suite,Holiday Inn,Spring,31.0,Festivals,Saturday,Medium,424.64,4417.63,998.3748453334398
8539,Suite,Holiday Inn,Spring,47.0,Festivals,Wednesday,Medium,524.54,2929.66,829.6298598158693
8540,Double,Holiday Inn,Spring,55.0,Conferences,Thursday,Medium,471.43,2676.68,816.0749690163968
8541,Double,Holiday Inn,Spring,51.0,Conferences,Tuesday,High,511.21,5353.37,722.0437466122652
8542,Deluxe,Holiday Inn,Winter,36.0,Festivals,Thursday,Medium,386.28,5349.46,741.3688825413485
8543,Suite,Holiday Inn,Spring,61.0,Sports Events,Wednesday,Medium,496.18,4087.73,482.3857082666194
8544,Suite,Holiday Inn,Summer,20.0,Conferences,Thursday,Medium,605.31,5475.16,1216.1609424385945
8545,Suite,Marriott,Summer,65.0,Festivals,Thursday,Medium,540.49,6080.61,1254.7678269204098
8546,Single,Sheraton,Summer,56.0,Conferences,Thursday,Medium,654.25,4336.53,719.2726426475438
8547,Double,Holiday Inn,Summer,25.0,Sports Events,Thursday,Medium,3850.26,3275.36,563.5121031843892
8548,Suite,Sheraton,Summer,35.0,Festivals,Thursday,Low,426.62,6497.29,1066.3160374778527
8549,Double,Marriott,Summer,66.0,Festivals,Tuesday,Low,400.83,4077.98,868.6790897731912
8550,Deluxe,Holiday Inn,Spring,54.0,Conferences,Wednesday,Medium,505.53,4604.44,1114.8409348693094
8551,Single,Holiday Inn,Summer,36.0,Sports Events,Friday,Medium,399.38,2066.47,424.0508951156984
8552,Suite,Sheraton,Summer,47.0,Festivals,Wednesday,Medium,543.57,2222.23,792.6933257848858
8553,Suite,Sheraton,Summer,63.0,Sports Events,Thursday,Medium,585.9,5171.99,1078.4067996615609
8554,Double,Holiday Inn,Summer,41.0,Festivals,Friday,Low,529.68,5704.29,886.4592636534115
8555,Suite,Sheraton,Spring,68.0,Festivals,Thursday,Medium,605.27,4711.15,892.8243302342202
8556,Deluxe,Marriott,Spring,48.0,Festivals,Wednesday,Medium,366.58,4896.72,1076.4306058883144
8557,Deluxe,Sheraton,Summer,62.0,Festivals,Wednesday,High,474.05,4709.75,1095.876459292722
8558,Suite,Holiday Inn,Spring,34.0,Festivals,Tuesday,Low,802.83,4616.95,691.1674894285467
8559,Deluxe,Marriott,Spring,62.0,Festivals,Wednesday,Medium,611.54,4587.1,974.7723822614258
8560,Double,Holiday Inn,Spring,39.0,Festivals,Saturday,Medium,547.1,5968.56,900.4673588905047
8561,Suite,Holiday Inn,Spring,33.0,Festivals,Wednesday,High,306.13,4565.42,702.7112343161481
8562,Suite,Holiday Inn,Spring,49.0,Festivals,Wednesday,High,423.12,7828.54,855.8561444362331
8563,Suite,Marriott,Spring,41.0,Festivals,Friday,Medium,694.29,2457.22,826.7328825757465
8564,Deluxe,Holiday Inn,Spring,50.0,Festivals,Friday,High,794.68,3783.07,1121.6405345510152
8565,Deluxe,Holiday Inn,Spring,44.0,Festivals,Friday,Medium,518.57,3693.38,995.5721205881746
8566,Suite,Holiday Inn,Summer,61.0,Sports Events,Thursday,Medium,575.32,6181.94,1093.608046124412
8567,Double,Sheraton,Spring,53.0,Festivals,Tuesday,Medium,475.95,4473.33,359.1357257153823
8568,Double,Holiday Inn,Summer,46.0,Sports Events,Thursday,Low,495.06,4978.03,996.8449495032935
8569,Deluxe,Holiday Inn,Spring,43.0,Conferences,Thursday,Low,448.91,6474.49,1231.2366119079818
8570,Suite,Sheraton,Spring,58.0,Conferences,Friday,Medium,466.18,5602.97,1256.8856193591953
8571,Double,Holiday Inn,Summe,52.0,Conferences,Wednesday,Medium,687.24,4683.64,1020.2510808518853
8572,Suite,Holiday Inn,Spring,28.0,Festivals,Friday,Low,490.63,5613.86,1054.6597043391266
8573,Deluxe,Holiday Inn,Spring,51.0,Conferences,Wednesday,Medium,564.4,3614.02,1023.1705740889104
8574,Suite,Sheraton,Summer,50.0,Sports Events,Thursday,Medium,319.6,6594.86,794.7256543119566
8575,Double,Marriott,Spring,11.0,Conferences,Tuesday,Low,474.39,5985.17,611.8139514737553
8576,Suite,Marriott,Winter,29.0,Sports Events,Saturday,High,567.44,6425.16,366.33306619340823
8577,Double,Marriott,Spring,53.0,Conferences,Wednesday,Medium,453.33,3385.94,713.1602879760138
8578,Double,Holiday Inn,Summer,35.0,Festivals,Friday,High,589.21,4136.53,907.5134963735419
8579,Suite,Holiday Inn,Spring,49.0,Conferences,Thursday,Medium,514.57,5334.04,1030.6885334102428
8580,Single,Holiday Inn,Spring,41.0,Conferences,Friday,Medium,537.31,4352.27,577.176958301018
8581,Suite,Marriott,Summer,46.0,Conferences,Friday,Medium,396.38,4473.51,982.0519368661487
8582,Double,Marriott,Summer,47.0,Festivals,Friday,Medium,388.82,6086.74,864.9435613311214
8583,Double,Marriott,Spring,39.0,Sports Events,Thursday,Medium,514.62,3888.72,310.1126969627603
8584,Suite,Holiday Inn,Summe,56.0,Conferences,Wednesday,Medium,342.74,2530.31,989.089783027854
8585,Double,Sheraton,Spring,31.0,Festivals,Thursday,Low,463.01,7413.83,838.6533301431396
8586,Double,Holiday Inn,Summer,35.0,Festivals,Wednesday,Medium,485.65,4338.56,661.1365327965766
8587,Suite,Holiday Inn,Summer,54.0,Conferences,Friday,Medium,391.71,5253.67,1253.0483113817302
8588,Suite,Marriott,Spring,46.0,Festivals,Friday,Medium,548.4,5804.05,996.7598690541222
8589,Double,Holiday Inn,Summe,55.0,Festivals,Friday,Low,449.73,6897.47,996.8334693455521
8590,Suite,Holiday Inn,Spring,30.0,Conferences,Thursday,Medium,478.46,3513.57,823.9606580617309
8591,Suite,Marriott,Spring,57.0,Festivals,Friday,Medium,202.87,6360.64,941.3904145374559
8592,Suite,Sheraton,Spring,48.0,Sports Events,Thursday,Medium,345.57,3952.65,550.7979861881088
8593,Suite,Holiday Inn,Summer,23.0,Festivals,Friday,Medium,481.58,5481.47,1144.4661750310647
8594,Suite,Holiday Inn,Winter,61.0,Festivals,Wednesday,Medium,427.47,6839.25,529.2744799070305
8595,Suite,Holiday Inn,Summer,49.0,Conferences,Tuesday,Medium,558.07,5283.95,1156.476976860451
8596,Suite,Holiday Inn,Summer,54.0,Conferences,Wednesday,Medium,379.1,4251.53,1064.4960116013767
8597,Suite,Holiday Inn,Spring,57.0,Parades,Thursday,Medium,376.77,5648.89,999.6254793388931
8598,Suite,Holiday Inn,Summer,57.0,Conferences,Wednesday,Medium,507.34,5167.98,1064.2223139035814
8599,Suite,Holiday Inn,Spring,37.0,Festivals,Wednesday,Medium,535.63,3668.59,616.6333747284668
8600,Suite,Sheraton,Summer,25.0,Conferences,Thursday,Medium,709.53,6255.81,1103.8908569189368
8601,Deluxe,Sheraton,Autumn,58.0,Sports Events,Thursday,Medium,275.91,5882.28,1224.904124108432
8602,Deluxe,Marriott,Spring,56.0,Conferences,Friday,Medium,409.14,7231.62,1316.8817854990652
8603,Suite,Holiday Inn,Spring,39.0,Conferences,Saturday,Medium,700.84,4339.93,997.2256263953558
8604,Suite,Holiday Inn,Summer,58.0,Conferences,Tuesday,High,509.18,5603.65,1135.4333156148587
8605,Deluxe,Sheraton,Summer,63.0,Conferences,Thursday,Medium,584.99,7005.63,1554.370877970181
8606,Single,Hyatt,Summer,50.0,Conferences,Wednesday,Medium,509.82,7843.94,1079.608799290011
8607,Suite,Holiday Inn,Spring,53.0,Festivals,Thursday,Low,443.47,5492.51,1083.3717913429025
8608,Suite,Sheraton,Spring,34.0,Conferences,Friday,Medium,516.76,4500.1,771.6010998664451
8609,Deluxe,Sheraton,Summer,44.0,Festivals,Friday,Medium,538.82,5273.24,1261.6870080495457
8610,Suite,Marriott,Summer,40.0,Festivals,Friday,Medium,511.81,4574.08,926.4861227466436
8611,Double,Sheraton,Spring,56.0,Festivals,Friday,Medium,546.4,5721.11,858.2440500001322
8612,Suite,Sheraton,Summer,44.0,Sports Events,Friday,Medium,412.59,6091.61,851.1712095491463
8613,Double,Sheraton,Spring,30.0,Sports Events,Tuesday,Medium,406.01,5783.72,520.1292618963591
8614,Suite,Marriott,Summer,43.0,Conferences,Wednesday,Medium,463.84,6095.94,1060.1282871133992
8615,Suite,Holiday Inn,Summer,30.0,Festivals,Wednesday,High,382.29,4061.57,736.5813476723621
8616,Deluxe,Holiday Inn,Spring,23.0,Conferences,Friday,High,600.55,1739.82,1109.8027185763628
8617,Suite,Sheraton,Summer,47.0,Conferences,Thursday,Medium,687.51,2784.22,1002.5287870162058
8618,Double,Marriott,Summer,46.0,Sports Events,Friday,Low,636.43,6732.32,1000.5821496296543
8619,Suite,Holiday Inn,Spring,63.0,Festivals,Thursday,Medium,512.31,6589.24,965.9363599956022
8620,Deluxe,Holiday Inn,Spring,44.0,Conferences,Friday,Medium,631.3,3879.73,1337.3316199794106
8621,Suite,Marriott,Spring,42.0,Conferences,Thursday,Medium,587.71,5579.19,832.6720513416968
8622,Double,Holiday Inn,Spring,43.0,Festivals,Thursday,Medium,578.83,6040.56,771.9194347021387
8623,Suite,Holiday Inn,Summer,67.0,Sports Events,Thursday,High,520.93,5459.74,1147.854119193513
8624,Suite,Hilton,Summer,41.0,Festivals,Friday,Medium,559.67,3412.54,951.6828399749019
8625,Deluxe,Holiday Inn,Summer,27.0,Conferences,Thursday,Medium,473.6,5156.71,1403.9185046347854
8626,Suite,Holiday Inn,Summer,43.0,Festivals,Saturday,Medium,411.33,4748.1,1219.804895046955
8627,Double,Sheraton,Spring,58.0,Sports Events,Thursday,Medium,471.8,4438.97,686.5536191612449
8628,Suite,Sheraton,Spring,49.0,Festivals,Thursday,Medium,680.69,3369.46,866.332234603987
8629,Suite,Marriott,Spring,32.0,Festivals,Friday,Medium,289.94,4748.33,655.8636197613378
8630,Suite,Holiday Inn,Summer,53.0,Sports Events,Friday,Medium,477.94,4926.62,1042.1585997298523
8631,Suite,Holiday Inn,Spring,43.0,Sports Events,Wednesday,Medium,510.12,6597.57,742.1585100376543
8632,Deluxe,Sheraton,Winter,51.0,Conferences,Thursday,Low,459.11,3905.79,1010.7638506276005
8633,Suite,Holiday Inn,Spring,47.0,Conferences,Thursday,Medium,198.93,4629.55,994.6176499673301
8634,Suite,Sheraton,Summer,60.0,Sports Events,Wednesday,Medium,416.5,6309.97,895.2290831664591
8635,Suite,Holiday Inn,Summer,54.0,Conferences,Thursday,Medium,399.89,5333.91,1143.3824345001203
8636,Double,Sheraton,Summer,32.0,Conferences,Friday,Medium,573.92,3743.03,829.3978352067523
8637,Suite,Holiday Inn,Spring,33.0,Conferences,Friday,Medium,355.95,4222.02,943.3461169214756
8638,Double,Holiday Inn,Autumn,35.0,Festivals,Thursday,Medium,506.49,5993.92,1069.3840737022974
8639,Suite,Holiday Inn,Summer,47.0,Sports Events,Thursday,Medium,353.01,6694.68,895.8119079382919
8640,Suite,Marriott,Summer,59.0,Sports Events,Wednesday,Medium,449.7,3508.46,1009.6410070144665
8641,Suite,Holiday Inn,Spring,43.0,Festivals,Friday,Medium,469.28,5940.97,1049.2197185885555
8642,Suite,Holiday Inn,Summer,25.0,Sports Events,Thursday,Low,519.69,5007.66,808.8578759687442
8643,Suite,Sheraton,Summer,34.0,Parades,Wednesday,Medium,617.76,6080.76,1198.5716608299917
8644,Suite,Sheraton,Summer,44.0,Festivals,Thursday,Low,498.91,5490.7,1038.7032704349822
8645,Double,Holiday Inn,Summer,37.0,Conferences,Thursday,Medium,489.58,2579.7,1045.02451394707
8646,Suite,Holiday Inn,Winter,50.0,Parades,Wednesday,Medium,454.74,6488.59,903.6290899098806
8647,Double,Marriott,Summer,29.0,Festivals,Friday,Low,673.15,7276.75,1154.0533308015956
8648,Suite,Sheraton,Summer,34.0,Conferences,Tuesday,Medium,430.23,4939.14,991.411100925867
8649,Double,Holiday Inn,Summer,37.0,Festivals,Friday,Low,317.69,3528.75,699.5707077814741
8650,Deluxe,Marriott,Spring,64.0,Sports Events,Friday,High,738.36,4681.76,1000.8957938210915
8651,Suite,Holiday Inn,Spring,42.0,Conferences,Friday,Medium,614.29,-213221.51499999996,1090.2079279782179
8652,Suite,Sheraton,Spring,60.0,Festivals,Thursday,Medium,560.07,3684.56,918.6836246724349
8653,Double,Holiday Inn,Spring,44.0,Festivals,Friday,Medium,494.26,7010.11,962.2647487282376
8654,Double,Holiday Inn,Winter,44.0,Festivals,Friday,Medium,476.55,4883.14,437.9730384160588
8655,Double,Marriott,Summer,35.0,Festivals,Thursday,Medium,440.63,6011.78,916.9765792425854
8656,Suite,Marriott,Summer,43.0,Festivals,Thursday,High,529.2,5586.53,1196.222871266527
8657,Double,Sheraton,Spring,39.0,Sports Events,Thursday,High,519.37,4841.05,537.0791883924618
8658,Suite,Holiday Inn,Winter,55.0,Festivals,Friday,Medium,501.62,5197.34,774.7774741230652
8659,Suite,Holiday Inn,Summer,45.0,Conferences,Thursday,Medium,438.75,4408.97,1006.9205346684445
8660,Suite,Marriott,Summer,46.0,Parades,Tuesday,Low,654.43,6449.39,1479.385703305948
8661,Double,Marriott,Spring,56.0,Sports Events,Tuesday,Medium,658.8,4532.68,392.0724335060247
8662,Deluxe,Hyatt,Spring,33.0,Festivals,Thursday,Low,418.16,4209.19,908.9239177052981
8663,Suite,Holiday Inn,Spring,33.0,Festivals,Monday,Medium,734.08,4652.64,555.7485838586149
8664,Double,Sheraton,Spring,45.0,Festivals,Wednesday,Medium,402.83,3226.62,528.4710770633782
8665,Suite,Holiday Inn,Spring,22.0,Festivals,Thursday,Low,381.54,5113.02,836.8794913648056
8666,Double,Sheraton,Summer,52.0,Festivals,Wednesday,Medium,342.86,4562.55,724.1774439598042
8667,Suite,Sheraton,Summer,54.0,Festivals,Friday,Medium,230.49,4585.07,998.630191395756
8668,Deluxe,Sheraton,Spring,46.0,Festivals,Thursday,Medium,410.33,4316.07,1049.214569426259
8669,,Hyatt,Spring,46.0,Festivals,Thursday,High,620.78,5627.35,793.604670409781
8670,Double,Holiday Inn,Summer,37.0,Festivals,Wednesday,Medium,448.75,7097.4,939.7466854092731
8671,Deluxe,Sheraton,Summer,56.0,Festivals,Thursday,Medium,536.13,4477.98,1238.9273844966488
8672,Suite,Marriott,Spring,64.0,Festivals,Thursday,Medium,457.63,6454.47,1051.1016526941178
8673,Double,Marriott,Spring,39.0,Festivals,Wednesday,Medium,331.98,6081.29,748.4451494237449
8674,Suite,Holiday Inn,Winter,18.0,Conferences,Wednesday,Medium,482.96,6330.07,936.4102050924325
8675,Suite,Holiday Inn,Spring,58.0,Sports Events,Thursday,High,561.45,3934.36,775.7916698534549
8676,Deluxe,Holiday Inn,Spring,34.0,Festivals,Thursday,High,687.96,6683.75,1084.665543395073
8677,Deluxe,Holiday Inn,Autumn,73.0,Sports Events,Thursday,Medium,338.49,5654.49,1279.651252098071
8678,Deluxe,Marriott,Summer,53.0,Conferences,Tuesday,Medium,438.71,4907.05,1290.706981584376
8679,Deluxe,Holiday Inn,Spring,13.0,Parades,Wednesday,Medium,511.34,6796.55,1268.072116366012
8680,Deluxe,Sheraton,Spring,60.0,Sports Events,Thursday,Low,542.55,3844.75,975.3373783673326
8681,Double,Sheraton,Winter,48.0,Festivals,Thursday,Medium,424.01,5097.37,424.0840830349015
8682,Suite,Holiday Inn,Spring,51.0,Sports Events,Friday,High,584.08,5142.96,937.5553959265176
8683,Suite,Holiday Inn,Spring,76.0,Festivals,Thursday,High,561.86,4377.45,929.7536118871592
